"","STATE","year","bottle_can_production","keg_production","sold_in_brewery","total_production","population","percent_in_brewery","prodcution_PP","consumed_in_brewery_PP","percent_in_can","percent_in_keg","Total Production","Brewery Consumption (PP)","Consumed in Brewery (%)","Canned or Bottled (%)","Kegged (%)","Total Production (PP)"
"426","KY",2015,99595.65,30952.49,7183.35,137731.49,4425.999,5.2154739631438,31.1187350019736,1.62298952168765,72.3114590570392,22.473066979817,137731,1.62,5.22,72.31,22.47,1.62
"427","LA",2015,109962.3,72007.58,6238.54,188208.42,4664.851,3.31469761023444,40.3460732186301,1.33735032480137,58.4258132553262,38.2594891344394,188208,1.34,3.31,58.43,38.26,1.34
"428","MA",2015,140674.77,149185.25,18915.57,308775.59,6795.891,6.12599266671306,45.4356301476878,2.78338337092222,45.5589025026233,48.3151048306636,308776,2.78,6.13,45.56,48.32,2.78
"429","MD",2015,113778.85,64705.32,17339.14,195823.31,5986.717,8.85448213494093,32.7096320069915,2.89626852246398,58.1028121728716,33.0427056921875,195823,2.9,8.85,58.1,33.04,2.9
"430","ME",2015,136646.89,117491.36,14981.92,269120.17,1328.484,5.5670000505722,202.576899684151,11.2774561078643,50.7754175393097,43.6575824101181,269120,11.28,5.57,50.78,43.66,11.28
"431","MI",2015,542697.93,330798.01,55195.44,928691.38,9932.573,5.94335655403628,93.4995776018963,5.55701327339854,58.4368436799747,35.619799765989,928691,5.56,5.94,58.44,35.62,5.56
"432","MN",2015,314887.35,154250.32,35484.79,504622.46,5482.503,7.0319482014336,92.0423499996261,6.47237037535593,62.4005816150157,30.5674701835507,504622,6.47,7.03,62.4,30.57,6.47
"433","MO",2015,12493739.84,881247.94,18369.1,13393356.88,6071.745,0.137150829060862,2205.84969889216,3.02534114986713,93.2831100667274,6.57973910421179,13393357,3.03,0.14,93.28,6.58,3.03
"434","MS",2015,11793.55,5999.23,6197.57,23990.35,2988.693,25.8335955915608,8.02703723667837,2.07367233770749,49.1595579055745,25.0068465028647,23990,2.07,25.83,49.16,25.01,2.07
"435","MT",2015,71159.76,53876.38,25759.63,150795.77,1030.503,17.0824619284745,146.332198935859,24.9971421723178,47.18949344534,35.7280446261855,150796,25,17.08,47.19,35.73,25
"436","NC",2015,6341549.69,991004.06,52073.41,7384627.16,10033.079,0.705159635980864,736.028008949197,5.19017242862336,85.8750151172155,13.4198252468037,7384627,5.19,0.71,85.88,13.42,5.19
"437","ND",2015,1891.37,3456.6,2322.25,7670.22,754.022,30.2761850377173,10.172408762609,3.07981729976048,24.6586147463828,45.0652002158999,7670,3.08,30.28,24.66,45.07,3.08
"438","NE",2015,10792.33,10422.01,6340.13,27554.47,1891.507,23.009442751031,14.5674692189878,3.35189349021706,39.1672567100728,37.8233005388962,27554,3.35,23.01,39.17,37.82,3.35
"439","NH",2015,2856383.87,347827.51,8634.11,3212845.49,1336.294,0.268737168558952,2404.29537960958,6.46123532695649,88.9051116491755,10.8261511822655,3212845,6.46,0.27,88.91,10.83,6.46
"440","NJ",2015,3221454.37,423001.17,19453.22,3663908.76,8870.869,0.53094171482589,413.027039402791,2.19293284569978,87.9239790348928,11.5450792502813,3663909,2.19,0.53,87.92,11.55,2.19
"441","NM",2015,30487.22,26192.78,14181.52,70861.52,2090.211,20.0130056481995,33.9016108900011,6.78473130224652,43.0236607964379,36.9633335553626,70862,6.78,20.01,43.02,36.96,6.78
"442","NV",2015,6091,5161.63,21635.99,32888.62,2868.666,65.7856425718075,11.464778402226,7.54217814133817,18.5200838466314,15.694273581561,32889,7.54,65.79,18.52,15.69,7.54
"443","NY",2015,7218516.11,589153.27,44491.79,7852161.17,19661.411,0.566618400167148,399.369158703818,2.26289913780857,91.9303100601029,7.50307153973,7852161,2.26,0.57,91.93,7.5,2.26
"444","OH",2015,18060472.31,1628062.64,30296.19,19718831.14,11617.85,0.153640901861285,1697.28746196585,2.60772776374286,91.5899739785489,8.2563851195898,19718831,2.61,0.15,91.59,8.26,2.61
"445","OK",2015,6990.95,4539.32,9930.51,21460.78,3909.831,46.2728288533781,5.48892778230056,2.53988215858946,32.5754702298798,21.1517009167421,21461,2.54,46.27,32.58,21.15,2.54
"446","OR",2015,1089613.2,489128.91,88028.35,1666770.46,4016.918,5.28137209727127,414.937636267407,21.9144005429038,65.3727208484364,29.3459070542923,1666770,21.91,5.28,65.37,29.35,21.91
"447","PA",2015,4140992.46,1156462.98,44275.02,5341730.46,12785.759,0.82885163022621,417.787513435847,3.46283861599456,77.5215539422781,21.6495944274957,5341730,3.46,0.83,77.52,21.65,3.46
"448","RI",2015,5592.76,3969.48,961.74,10523.98,1056.173,9.13855784598602,9.96425774944067,0.910589458355781,53.1430124344592,37.7184297195548,10524,0.91,9.14,53.14,37.72,0.91
"449","SC",2015,24319.79,19492.06,11328.32,55140.17,4892.253,20.5445866416444,11.2709154657374,2.31556299316491,44.105395395045,35.3500179633106,55140,2.32,20.54,44.11,35.35,2.32
"450","SD",2015,1028.03,2406.63,1731.45,5166.11,853.933,33.5155465137212,6.04978376523685,2.02761809181751,19.8994988492309,46.584954637048,5166,2.03,33.52,19.9,46.58,2.03
"451","TN",2015,1073651.26,87084.56,18757.66,1179493.48,6590.808,1.59031485277901,178.960376330186,2.84603344536816,91.0264684125257,7.3832167346953,1179493,2.85,1.59,91.03,7.38,2.85
"452","TX",2015,18151237.17,1037119.99,62757.74,19251114.9,27486.814,0.32599535313147,700.376365918582,2.28319440732564,94.2866803522117,5.38732429465683,19251115,2.28,0.33,94.29,5.39,2.28
"453","UT",2015,117512.5,54961.49,4302.44,176776.43,2982.497,2.43383125227724,59.2712851010412,1.44256306041548,66.4752082616444,31.0909604860784,176776,1.44,2.43,66.48,31.09,1.44
"454","VA",2015,11190928.41,1017740.25,36003.33,12244671.99,8362.907,0.294032621122095,1464.16455306749,4.30512141292496,91.3942686185422,8.31169876033568,12244672,4.31,0.29,91.39,8.31,4.31
"455","VT",2015,264417.4,89387.18,10792.93,364597.51,625.197,2.96023140695613,583.172200122521,17.2632466246639,72.5230953990882,24.5166731939557,364598,17.26,2.96,72.52,24.52,17.26
"456","WA",2015,163346.76,291509.7,45357.11,500213.57,7163.543,9.06754888716834,69.8276774495526,6.3316587895124,32.6554035709187,58.2770475419129,500214,6.33,9.07,32.66,58.28,6.33
"457","WI",2015,9090297.72,937817.99,34649.49,10062765.2,5761.406,0.344333682753524,1746.58151152687,6.01406844093265,90.3359816047382,9.31968471250825,10062765,6.01,0.34,90.34,9.32,6.01
"458","WV",2015,60.86,6640.44,3653.33,10354.63,1841.996,35.2820911997821,5.62141828755328,1.98335392693578,0.587756394965344,64.1301524052525,10355,1.98,35.28,0.59,64.13,1.98
"459","WY",2015,3409.94,9671.7,5403.2,18484.84,585.668,29.2304396467592,31.5619770928239,9.22570466544185,18.4472248610212,52.3223354922196,18485,9.23,29.23,18.45,52.32,9.23
"460","AK",2016,115823.75,69473.78,13315.93,198613.46,741.504,6.70444490519424,267.852176117728,17.9580015751769,58.316163466464,34.9793916283418,198613,17.96,6.7,58.32,34.98,17.96
"461","AL",2016,9977.46,11846.23,23810.78,45634.47,4864.745,52.1771809774497,9.38064996212546,4.89455870759927,21.8638673791982,25.9589516433521,45634,4.89,52.18,21.86,25.96,4.89
"462","AR",2016,1737.1,9058.3,6091.89,16887.29,2990.41,36.0738164619664,5.64714871873757,2.03714206413167,10.2864343538839,53.6397491841497,16887,2.04,36.07,10.29,53.64,2.04
"463","AZ",2016,59031.78,71863.7,41613.95,172509.43,6945.452,24.1227102773454,24.8377542599099,5.99153949951709,34.219451075805,41.6578386468496,172509,5.99,24.12,34.22,41.66,5.99
"464","CA",2016,17569308.63,2165833.96,201066.01,19936208.6,39209.127,1.00854688087483,508.458364808786,5.12804097882618,88.127632402482,10.8638207166432,19936209,5.13,1.01,88.13,10.86,5.13
"465","CO",2016,18105206.85,1898362.52,141312.55,20144881.92,5540.921,0.701481153184143,3635.6558629874,25.5034406734909,89.8749713296905,9.42354751712538,20144882,25.5,0.7,89.87,9.42,25.5
"466","CT",2016,85586.12,47595.2,10705.61,143886.93,3578.674,7.44029356940203,40.2067721172702,2.99150188030539,59.4815109336199,33.0781954969781,143887,2.99,7.44,59.48,33.08,2.99
"467","DC",2016,9485.89,9664.33,8969.72,28119.94,686.575,31.8980765961805,40.9568364708881,13.0644430688563,33.7336779523712,34.3682454514483,28120,13.06,31.9,33.73,34.37,13.06
"468","DE",2016,174130.96,78225.11,7647.56,260003.63,949.216,2.94132816530292,273.914082779894,8.05671206553619,66.9725111145564,30.0861607201407,260004,8.06,2.94,66.97,30.09,8.06
"469","FL",2016,10028963.53,1186318.43,88092.72,11303374.68,20629.982,0.779348844870813,547.910060222059,4.2701307252716,88.7253923179692,10.4952588371599,11303375,4.27,0.78,88.73,10.5,4.27
"470","GA",2016,13468949.41,533283.65,30539.97,14032773.03,10304.763,0.217633178664759,1361.77542656731,2.96367514711401,95.9820940679748,3.80027275336042,14032773,2.96,0.22,95.98,3.8,2.96
"471","HI",2016,24101.03,28641.98,5623.03,58366.04,1428.105,9.63407830992132,40.8695719152303,3.9374065632429,41.2928990899502,49.0730226001284,58366,3.94,9.63,41.29,49.07,3.94
"472","IA",2016,4303.13,7700.13,29975.6,41978.86,3131.785,71.4064174205779,13.4041321482797,9.57141055340644,10.2507071416422,18.3428754377799,41979,9.57,71.41,10.25,18.34,9.57
"473","ID",2016,15422.23,16296.75,7812.7,39531.68,1682.93,19.7631368057214,23.489794584445,4.6423202391068,39.0123313757473,41.2245318185314,39532,4.64,19.76,39.01,41.22,4.64
"474","IL",2016,1281395.63,243183,72776.5,1597355.13,12826.895,4.55606262083999,124.531707010933,5.67374255421908,80.2198337698393,15.2241036093207,1597355,5.67,4.56,80.22,15.22,5.67
"475","IN",2016,67624,68150,36829.47,172603.47,6633.344,21.3376185310759,26.0205817759489,5.55217247891863,39.1788183632693,39.4835631056548,172603,5.55,21.34,39.18,39.48,5.55
"476","KS",2016,17069.96,9585.41,9095.51,35750.88,2911.263,25.4413597651303,12.2801959149689,3.12424882259006,47.7469645502432,26.8116756846265,35751,3.12,25.44,47.75,26.81,3.12
"477","KY",2016,97413.84,30049.37,16546.76,144009.97,4438.229,11.4900100319443,32.4476204359892,3.72823484322238,67.6438166051975,20.8661733628581,144010,3.73,11.49,67.64,20.87,3.73
"478","LA",2016,104479.26,61638.35,9478.39,175596,4678.215,5.39783935852753,37.5348289892619,2.02606977233838,59.4997949839404,35.1023656575321,175596,2.03,5.4,59.5,35.1,2.03
"479","MA",2016,168617.48,138987.97,78787.14,386392.59,6826.022,20.390437611653,56.6058225420311,11.5421749299958,43.6389010462131,35.9706613421339,386393,11.54,20.39,43.64,35.97,11.54
"480","MD",2016,110105.25,68486.52,23190.15,201781.92,6004.692,11.4926798198768,33.604041639438,3.86200491215869,54.566459670916,33.9408605092072,201782,3.86,11.49,54.57,33.94,3.86
"481","ME",2016,136065.27,120823.77,27827.95,284716.99,1331.37,9.77389863527287,213.852640513156,20.9017403126103,47.78965596679,42.4364453979371,284717,20.9,9.77,47.79,42.44,20.9
"482","MI",2016,630694.91,329891.64,100487.69,1061074.24,9951.89,9.47037315692444,106.620374622308,10.0973473380433,59.4392820242248,31.0903448188508,1061074,10.1,9.47,59.44,31.09,10.1
"483","MN",2016,305430.57,159728.02,50565.24,515723.83,5523.409,9.80471272774035,93.3705669813697,9.15471586478568,59.2236682179297,30.9716190543299,515724,9.15,9.8,59.22,30.97,9.15
"484","MO",2016,12567319.73,913652.28,27933.48,13508905.49,6087.203,0.206778262092942,2219.23032466635,4.58888589718464,93.0298886116495,6.76333312625759,13508905,4.59,0.21,93.03,6.76,4.59
"485","MS",2016,8237.78,5060.32,6899.51,20197.61,2988.298,34.1600318057434,6.75890088605621,2.30884269239547,40.7859147691237,25.054053425133,20198,2.31,34.16,40.79,25.05,2.31
"486","MT",2016,65207.68,50679.09,30906.36,146793.13,1040.863,21.0543640564105,141.030212429494,29.6930143544347,44.4214793975713,34.5241565460182,146793,29.69,21.05,44.42,34.52,29.69
"487","NC",2016,3389539.45,561127.2,106408.5,4057075.15,10156.679,2.62278848840155,399.448988197815,10.4767020794888,83.5463806974342,13.8308308141642,4057075,10.48,2.62,83.55,13.83,10.48
"488","ND",2016,771.99,1867.45,2809.64,5449.08,754.353,51.5617315216514,7.22351472056186,3.72456926664307,14.1673456803717,34.2709227979769,5449,3.72,51.56,14.17,34.27,3.72
"489","NE",2016,13944.91,14472.86,9731.87,38149.64,1905.924,25.5097295806723,20.0163490254596,5.10611650831827,36.5531889684935,37.9370814508341,38150,5.11,25.51,36.55,37.94,5.11
"490","NH",2016,2837839.95,317004.98,16905.67,3171750.6,1342.373,0.533007544792456,2362.79379874297,12.5938692151883,89.4723547935957,9.99463766161186,3171751,12.59,0.53,89.47,9.99,12.59
"491","NJ",2016,2660433.24,376621.44,35059.6,3072114.28,8874.516,1.14122056683386,346.172600286033,3.95059291120778,86.599422987611,12.2593564455551,3072114,3.95,1.14,86.6,12.26,3.95
"492","NM",2016,29126.65,27804.17,14793.89,71724.71,2092.789,20.6259321229741,34.2723083884711,7.06898306518239,40.6089477392101,38.7651201378158,71725,7.07,20.63,40.61,38.77,7.07
"493","NV",2016,6477.36,8279.46,17457.76,32214.58,2919.772,54.1921080454875,11.0332519114506,5.97915179678413,20.1069205310142,25.7009714234983,32215,5.98,54.19,20.11,25.7,5.98
"494","NY",2016,7555530.53,566871.56,57825.54,8180227.63,19641.589,0.70689402074744,416.474839688378,2.94403573967463,92.3633286473716,6.92977733188092,8180228,2.94,0.71,92.36,6.93,2.94
"495","OH",2016,18130886.35,1457112.02,50547.69,19638546.06,11635.003,0.257390184821045,1687.884915887,4.34445010456809,92.3229565702381,7.41965324494088,19638546,4.34,0.26,92.32,7.42,4.34
"496","OK",2016,8597.36,5642.57,9525.21,23765.14,3926.769,40.080597042559,6.05208506026201,2.42571182567653,36.1763490558019,23.7430539016391,23765,2.43,40.08,36.18,23.74,2.43
"497","OR",2016,1124515.37,477381.22,110352.94,1712249.53,4091.404,6.4449099308557,418.499256001118,26.9719001105733,65.6747366722886,27.8803533968557,1712250,26.97,6.44,65.67,27.88,26.97
"498","PA",2016,3853670.66,1035752.73,55589.65,4945013.04,12783.538,1.12415578180154,386.826639072845,4.34853402868595,77.9304448507581,20.9453993674403,4945013,4.35,1.12,77.93,20.95,4.35
"499","RI",2016,6646.02,3675.99,5280.88,15602.89,1057.063,33.8455247713725,14.7606055646636,4.9958044127928,42.5948013476991,23.5596738809285,15603,5,33.85,42.59,23.56,5
"500","SC",2016,20753.29,13380.82,30163.3,64297.41,4958.235,46.912154004337,12.9678020505281,6.0834752689213,32.2770232891185,20.8108227065445,64297,6.08,46.91,32.28,20.81,6.08
"501","SD",2016,935.83,2606.53,3217.49,6759.85,862.89,47.5970620649867,7.83396493179896,3.72873715073764,13.8439462414107,38.5589916936027,6760,3.73,47.6,13.84,38.56,3.73
"502","TN",2016,1116453.27,72261.38,35673.47,1224388.12,6645.011,2.91357531303064,184.256748408693,5.36845913422867,91.1845885927087,5.9018360942607,1224388,5.37,2.91,91.18,5.9,5.37
"503","TX",2016,18582286.52,1073417.23,101466.52,19757170.27,27937.492,0.513568079909047,707.191979509113,3.63191227043573,94.0533804490009,5.43305147109004,19757170,3.63,0.51,94.05,5.43,3.63
"504","UT",2016,124719.01,54169.39,6283.83,185172.23,3042.613,3.39350560286497,60.8596065289933,2.06527415744296,67.3529772795845,29.2535171175505,185172,2.07,3.39,67.35,29.25,2.07
"505","VA",2016,11211279.68,1253898.31,68666.78,12533844.77,8410.946,0.547850889013364,1490.18252762531,8.16397822551708,89.448049546891,10.0040995640957,12533845,8.16,0.55,89.45,10,8.16
"506","VT",2016,220195.37,68330.18,13299.51,301825.06,623.644,4.4063637393131,483.970117567073,21.3254837695865,72.9546347145595,22.6390015461274,301825,21.33,4.41,72.95,22.64,21.33
"507","WA",2016,139649.07,251896.07,78538.88,470084.02,7294.68,16.707413283268,64.4420344689555,10.7665970268744,29.7072574387872,53.5853292779448,470084,10.77,16.71,29.71,53.59,10.77
"508","WI",2016,9142816.33,1010565.53,55487.79,10208869.65,5772.958,0.543525305957844,1768.39492856175,9.61167394600827,89.5575773170931,9.89889737694907,10208870,9.61,0.54,89.56,9.9,9.61
"509","WV",2016,40.86,3835.3,6766.41,10642.57,1830.929,63.5787220567964,5.81266122280001,3.6956157229472,0.383929821462297,36.0373481217413,10643,3.7,63.58,0.38,36.04,3.7
"510","WY",2016,6946.93,8328.08,14370.22,29645.23,584.29,48.4739703486868,50.7371853018193,24.5943281589622,23.4335506926409,28.0924789586723,29645,24.59,48.47,23.43,28.09,24.59
"511","AK",2017,109652.22,66217.06,15974.1,191843.38,739.786,8.32663602986978,259.322804162285,21.5928660450455,57.1571560092405,34.5162079608898,191843,21.59,8.33,57.16,34.52,21.59
"512","AL",2017,11797.8,8771.22,29160.56,49729.58,4875.12,58.6382591608455,10.2006883933113,5.98150609626019,23.7239083861155,17.637832453039,49730,5.98,58.64,23.72,17.64,5.98
"513","AR",2017,8723.15,4824.97,13441.2,26989.32,3002.997,49.8019216490078,8.98746152593559,4.47592854738117,32.3207476142415,17.8773307367507,26989,4.48,49.8,32.32,17.88,4.48
"514","AZ",2017,66483.94,70469.77,45424.11,182377.82,7048.876,24.9065977430808,25.873319377444,6.44416358012256,36.4539613424483,38.6394409144709,182378,6.44,24.91,36.45,38.64,6.44
"515","CA",2017,16705423.6,2178070.92,293554.62,19177049.14,39399.349,1.53076011776857,486.735177781745,7.45074798063288,87.1115440026452,11.3576958795862,19177049,7.45,1.53,87.11,11.36,7.45
"516","CO",2017,17964522.31,1560670.89,163026.9,19688220.1,5615.902,0.828042855941051,3505.79837397447,29.0295129793932,91.2450298643299,7.92692727972906,19688220,29.03,0.83,91.25,7.93,29.03
"517","CT",2017,123130.64,93599.78,21767.05,238497.47,3573.88,9.12674251848458,66.7334857353912,6.09059341667879,51.6276503897505,39.245607091765,238497,6.09,9.13,51.63,39.25,6.09
"518","DC",2017,10449.74,9813.66,11096.42,31359.82,695.691,35.3841954449994,45.0772253773586,15.9502135287074,33.3220662618599,31.2937382931407,31360,15.95,35.38,33.32,31.29,15.95
"519","DE",2017,214555.74,74403.02,9254.17,298212.93,957.078,3.10320883806078,311.586861258957,9.66919101682413,71.9471620496133,24.9496291123259,298213,9.67,3.1,71.95,24.95,9.67
"520","FL",2017,9755349.98,1173282.12,122617.24,11051249.34,20976.812,1.10953283404969,526.831691107305,5.8453705930148,88.2737297826636,10.6167373832867,11051249,5.85,1.11,88.27,10.62,5.85
"521","GA",2017,13440658.34,499930.03,51488.76,13992077.13,10413.055,0.367985107011771,1343.70529397953,4.9446353639734,96.0590641055164,3.57295078747182,13992077,4.94,0.37,96.06,3.57,4.94
"522","HI",2017,30194.62,32067.39,8503.95,70765.96,1424.203,12.0170064816474,49.6881132816038,5.97102379365863,42.6682828862917,45.314710632061,70766,5.97,12.02,42.67,45.31,5.97
"523","IA",2017,5108.17,12338,49090.14,66536.31,3143.637,73.7794746958465,21.1653921874568,15.6157151732213,7.67726674352696,18.5432585606265,66536,15.62,73.78,7.68,18.54,15.62
"524","ID",2017,16421.24,17439.22,9438.59,43299.05,1718.904,21.7986075906977,25.189917528844,5.49105127453308,37.9251738779488,40.2762185313535,43299,5.49,21.8,37.93,40.28,5.49
"525","IL",2017,1127874.13,229367.33,104165.94,1461407.4,12786.196,7.12778243766933,114.295713908969,8.14674982301225,77.1772559794072,15.6949615829234,1461407,8.15,7.13,77.18,15.69,8.15
"526","IN",2017,72637.37,63530.02,42795.43,178962.82,6660.082,23.9130284156229,26.8709634506002,6.42566112549365,40.5879668190298,35.4990047653473,178963,6.43,23.91,40.59,35.5,6.43
"527","KS",2017,16123.88,10026.43,11772.39,37922.7,2910.689,31.0431219296094,13.0287708511627,4.04453722125586,42.5177532190482,26.4391248513423,37923,4.04,31.04,42.52,26.44,4.04
"528","KY",2017,115167.63,32458.9,27147.95,174774.48,4453.874,15.5331316105189,39.241002327412,6.09535653680369,65.8949922208322,18.5718761686489,174774,6.1,15.53,65.89,18.57,6.1
"529","LA",2017,102647.73,53685.02,16448.69,172781.44,4670.818,9.51994033618426,36.9916875373864,3.52158658290689,59.4090024947124,31.0710571691033,172781,3.52,9.52,59.41,31.07,3.52
"530","MA",2017,232429.02,162431.53,85176.38,480036.93,6863.246,17.7437140096701,69.9431333220462,12.4105095460661,48.4189872641674,33.8372987261626,480037,12.41,17.74,48.42,33.84,12.41
"531","MD",2017,109556.2,69714.09,28127.45,207397.74,6024.891,13.5620812454369,34.4234841758963,4.66854089144517,52.8242014594759,33.6137172950872,207398,4.67,13.56,52.82,33.61,4.67
"532","ME",2017,126135.75,116743.91,36717.92,279597.58,1335.063,13.1324169543957,209.426506464489,27.5027620419411,45.1133196503346,41.7542633952697,279598,27.5,13.13,45.11,41.75,27.5
"533","MI",2017,781680.17,347771.21,126317.83,1255769.21,9976.447,10.0590004113893,125.873390596873,12.6616048779691,62.2471202331836,27.6938793554271,1255769,12.66,10.06,62.25,27.69,12.66
"534","MN",2017,331456.26,159497.56,61178.19,552132.01,5568.155,11.0803555838032,99.1588793774599,10.9871564279371,60.0320673311442,28.8875770850525,552132,10.99,11.08,60.03,28.89,10.99
"535","MO",2017,12110143.63,840259.38,28606.86,12979009.87,6108.612,0.220408646626601,2124.70686794316,4.68303765241597,93.3056045977103,6.47398675566305,12979010,4.68,0.22,93.31,6.47,4.68
"536","MS",2017,6798.97,4474.17,8898.59,20171.73,2989.663,44.1141637331057,6.74715845899688,2.97645252993398,33.7054382544284,22.180398012466,20172,2.98,44.11,33.71,22.18,2.98
"537","MT",2017,67927.38,47842.61,35410.18,151180.17,1053.09,23.4225030968016,143.558641711535,33.6250273006106,44.9314086629219,31.6460882402765,151180,33.63,23.42,44.93,31.65,33.63
"538","NC",2017,880391.57,289428.28,122669.87,1292489.72,10270.8,9.49097452009135,125.841192506913,11.9435555166102,68.1159436997301,22.3930817801785,1292490,11.94,9.49,68.12,22.39,11.94
"539","ND",2017,1480.51,3219.15,5287.38,9987.04,755.176,52.9424133677246,13.224784685954,7.0015201754293,14.8243123087521,32.2332743235233,9987,7,52.94,14.82,32.23,7
"540","NE",2017,13914.72,13928.55,16999.38,44842.65,1917.575,37.9089549792441,23.3850827216667,8.86504048081561,31.0301019230576,31.0609430976983,44843,8.87,37.91,31.03,31.06,8.87
"541","NH",2017,2746031.96,292497.8,27295.21,3065824.97,1349.767,0.890305554527466,2271.37348149718,20.2221642698332,89.5691041357785,9.54059030969403,3065825,20.22,0.89,89.57,9.54,20.22
"542","NJ",2017,2439250.35,367964.45,51339.57,2858554.37,8888.543,1.79599767416703,321.599880880365,5.77592638073529,85.3316059193934,12.8723964064395,2858554,5.78,1.8,85.33,12.87,5.78
"543","NM",2017,38350.28,34733.93,18654.17,91738.38,2093.395,20.3340957187166,43.82277592141,8.91096520245821,41.803964709209,37.8619395720744,91738,8.91,20.33,41.8,37.86,8.91
"544","NV",2017,8418.87,10871.8,14372.05,33662.72,2972.405,42.6942623768965,11.3250785138634,4.83515873509835,25.0094763584167,32.2962612646869,33663,4.84,42.69,25.01,32.3,4.84
"545","NY",2017,7507875.58,520583.59,78958.19,8107417.36,19590.719,0.973900645470162,413.839704402886,4.03038755239152,92.6050213850098,6.42107796952,8107417,4.03,0.97,92.61,6.42,4.03
"546","OH",2017,17733218.04,1383472.57,79394.13,19196084.74,11664.129,0.413595434044745,1645.73666323478,6.80669169553938,92.3793486025213,7.20705596343393,19196085,6.81,0.41,92.38,7.21,6.81
"547","OK",2017,8032.06,5409.25,10922.26,24363.57,3932.64,44.8302937541584,6.19522000488222,2.77733532690508,32.9675002472954,22.2022059985462,24364,2.78,44.83,32.97,22.2,2.78
"548","OR",2017,1019538.32,643288.16,131075.08,1793901.56,4146.592,7.30670416497101,432.620706353555,31.6103151696622,56.8335711799035,35.8597246551254,1793902,31.61,7.31,56.83,35.86,31.61
"549","PA",2017,3637399.93,946253.9,69737.43,4653391.26,12790.447,1.49863671682746,363.817719583999,5.45230592801018,78.1666472206337,20.3347160625389,4653391,5.45,1.5,78.17,20.33,5.45
"550","RI",2017,16985.26,7854.41,6891.13,31730.8,1056.486,21.7174795466865,30.034283464239,6.52268936833995,53.5292523352705,24.753268118043,31731,6.52,21.72,53.53,24.75,6.52
"551","SC",2017,20894.82,20748.53,30800.78,72444.13,5021.219,42.5165986533346,14.4275981589331,6.13412400454949,28.8426681361209,28.6407332105445,72444,6.13,42.52,28.84,28.64,6.13
"552","SD",2017,1132.85,3319.71,6582.66,11035.22,873.286,59.6513707927889,12.6364329669776,7.53780548411403,10.265767243426,30.082861963785,11035,7.54,59.65,10.27,30.08,7.54
"553","TN",2017,1307141.77,64760.02,39494.25,1411396.04,6708.794,2.7982401027567,210.379993781297,5.88693735416529,92.6133936155864,4.58836628165685,1411396,5.89,2.8,92.61,4.59,5.89
"554","TX",2017,18110667.95,1057055.7,143879.86,19311603.51,28322.717,0.745043568885907,681.841488230102,5.08001615805433,93.781274768933,5.47368166218114,19311604,5.08,0.75,93.78,5.47,5.08
"555","UT",2017,126456.78,54184.15,8391.41,189032.34,3103.118,4.43913988474142,60.9169035789164,2.70418656332115,66.8969024030491,28.6639577122095,189032,2.7,4.44,66.9,28.66,2.7
"556","VA",2017,12678626.95,1463360.4,114900.37,14256887.72,8465.207,0.805928841249232,1684.17473075378,13.5732498921763,88.9298365744582,10.2642345842926,14256888,13.57,0.81,88.93,10.26,13.57
"557","VT",2017,208884.06,64791.32,20568.82,294244.2,624.525,6.99039097457146,471.148793082743,32.9351427084584,70.9900348078229,22.0195742176056,294244,32.94,6.99,70.99,22.02,32.94
"558","WA",2017,142440.45,222188.23,97744.72,462373.4,7425.432,21.1397800998068,62.2688888673413,13.163506177149,30.8063677538543,48.0538521463389,462373,13.16,21.14,30.81,48.05,13.16
"559","WI",2017,9189949.38,1093376.11,68905.03,10352230.52,5792.051,0.665605638001191,1787.31687963383,11.8964819197897,88.7726501283513,10.5617442336475,10352231,11.9,0.67,88.77,10.56,11.9
"560","WV",2017,15.6,3564.32,8218.02,11797.94,1817.048,69.6563976423003,6.49291598240663,4.52273137528563,0.132226473435193,30.2113758842645,11798,4.52,69.66,0.13,30.21,4.52
"561","WY",2017,7393.61,8312.15,27214.46,42920.22,578.934,63.4070841202585,74.1366373368985,47.0078800001382,17.2264028469565,19.366513032785,42920,47.01,63.41,17.23,19.37,47.01
"562","AK",2018,100038.94,62922.15,30620.23,193581.32,737.438,15.817760721954,262.505213997651,41.5224466328017,51.6779924839855,32.5042467940605,193581,41.52,15.82,51.68,32.5,41.52
"563","AL",2018,14241.33,9873.67,41718.66,65833.66,4887.871,63.3698020131343,13.4687801703441,8.53513932753135,21.6322926600162,14.9979053268495,65834,8.54,63.37,21.63,15,8.54
"564","AR",2018,1668.5,1623.57,25150.46,28442.53,3013.825,88.4255373906611,9.43735286554462,8.34502998681078,5.86621513627655,5.70824747306235,28443,8.35,88.43,5.87,5.71,8.35
"565","AZ",2018,56861.38,71892.05,47009.71,175763.14,7171.646,26.7460572222367,24.508061329296,6.55494010719436,32.3511402902793,40.902802487484,175763,6.55,26.75,32.35,40.9,6.55
"566","CA",2018,16122748.84,2054263.98,359636.06,18536648.88,39557.045,1.9401352549113,468.605500739502,9.09158052630069,86.9776891409727,11.082175604116,18536649,9.09,1.94,86.98,11.08,9.09
"567","CO",2018,16457400.82,1598523.94,176577.49,18232502.25,5695.564,0.968476447054874,3201.17590637205,31.0026346820087,90.2640822106576,8.76744134228751,18232502,31,0.97,90.26,8.77,31
